ID,MONTHS_BALANCE,STATUS
5009152,-2,X
5009152,-3,X
5009152,-4,C
5009153,0,0
5009153,-1,0
5009153,-2,C
5009153,-3,0
5009153,-4,X
5009153,-5,C
5009153,-6,C
5009153,-7,X
5009153,-8,X
5009153,-9,C
5009153,-10,X
5009153,-11,X
5009154,0,C
5009154,-1,C
5009154,-2,C
5009154,-3,0
5009154,-4,X
5009154,-5,0
5009154,-6,0
5009154,-7,C
5009154,-8,C
5009154,-9,0
5009154,-10,C
5009155,0,C
5009155,-1,C
5009155,-2,C
5009155,-3,X
5009155,-4,C
5009155,-5,X
5009155,-6,0
5009155,-7,1
5009155,-8,C
5009155,-9,X
5009155,-10,0
5009155,-11,C
5009155,-12,C
5009155,-13,0
5009155,-14,C
5009155,-15,X
5009155,-16,X
5009155,-17,C
5009155,-18,X
5009155,-19,0
5009156,0,C
5009156,-1,C
5009156,-2,0
5009157,0,C
5009157,-1,C
5009157,-2,0
5009157,-3,C
5009157,-4,X
5009157,-5,X
5009157,-6,0
5009157,-7,C
5009157,-8,C
5009157,-9,C
5009157,-10,C
5009157,-11,X
5009157,-12,C
5009157,-13,C
5009157,-14,0
5009157,-15,0
5009157,-16,C
5009157,-17,X
5009157,-18,X
5009157,-19,C
5009157,-20,C
5009157,-21,0
5009157,-22,C
5009157,-23,C
5009158,0,C
5009158,-1,C
5009158,-2,X
5009158,-3,C
5009158,-4,X
5009158,-5,C
5009158,-6,X
5009158,-7,C
5009158,-8,C
5009158,-9,0
5009158,-10,X
5009158,-11,0
5009159,0,0
5009159,-1,0
5009159,-2,X
5009159,-3,C
5009159,-4,0
5009159,-5,X
5009159,-6,1
5009159,-7,C
5009159,-8,C
5009159,-9,0
5009159,-10,C
5009160,0,0
5009160,-1,C
5009160,-2,C
5009160,-3,C
5009160,-4,C
5009160,-5,0
5009160,-6,0
5009160,-7,C
5009160,-8,X
5009161,0,C
5009161,-1,0
5009161,-2,0
5009161,-3,0
5009161,-4,X
5009161,-5,C
5009161,-6,0
5009161,-7,0
5009161,-8,C
5009161,-9,X
5009161,-10,C
5009161,-11,0
5009161,-12,X
5009161,-13,C
5009161,-14,C
5009161,-15,C
5009161,-16,0
5009161,-17,0
5009161,-18,X
5009161,-19,C
5009161,-20,C
5009162,0,1
5009162,-1,0
5009162,-2,0
5009162,-3,X
5009162,-4,C
5009162,-5,0
5009162,-6,X
5009162,-7,0
5009162,-8,X
5009162,-9,C
5009162,-10,0
5009162,-11,0
5009162,-12,0
5009162,-13,C
5009162,-14,X
5009162,-15,0
5009162,-16,C
5009162,-17,C
5009162,-18,0
5009162,-19,C
5009162,-20,C
5009162,-21,C
5009163,0,X
5009163,-1,0
5009163,-2,C
5009163,-3,X
5009164,0,C
5009164,-1,X
5009164,-2,C
5009164,-3,0
5009164,-4,C
5009164,-5,1
5009164,-6,C
5009164,-7,C
5009164,-8,0
5009164,-9,C
5009164,-10,C
5009164,-11,0
5009164,-12,X
5009165,0,0
5009165,-1,0
5009165,-2,0
5009165,-3,0
5009165,-4,C
5009165,-5,X
5009165,-6,C
5009166,0,2
5009166,-1,1
5009166,-2,0
5009166,-3,X
5009166,-4,0
5009166,-5,2
5009166,-6,0
5009166,-7,X
5009166,-8,1
5009166,-9,1
5009166,-10,X
5009166,-11,1
5009167,0,C
5009167,-1,X
5009167,-2,C
5009167,-3,0
5009167,-4,X
5009167,-5,X
5009167,-6,C
5009167,-7,C
5009167,-8,X
5009167,-9,0
5009167,-10,C
5009167,-11,X
5009167,-12,C
5009167,-13,0
5009167,-14,C
5009167,-15,0
5009167,-16,1
5009167,-17,C
5009167,-18,0
5009167,-19,C
5009167,-20,0
5009167,-21,X
5009167,-22,X
5009168,0,0
5009168,-1,0
5009168,-2,X
5009168,-3,0
5009168,-4,0
5009168,-5,X
5009168,-6,0
5009168,-7,C
5009168,-8,C
5009168,-9,C
5009168,-10,C
5009168,-11,C
5009168,-12,X
5009168,-13,C
5009168,-14,X
5009168,-15,C
5009168,-16,0
5009168,-17,C
5009168,-18,C
5009168,-19,C
5009168,-20,0
5009169,0,0
5009169,-1,C
5009169,-2,0
5009169,-3,C
5009169,-4,0
5009169,-5,C
5009169,-6,C
5009169,-7,0
5009169,-8,C
5009169,-9,0
5009169,-10,X
5009169,-11,C
5009169,-12,X
5009169,-13,0
5009169,-14,C
5009169,-15,C
5009169,-16,C
5009169,-17,C
5009169,-18,C
5009169,-19,C
5009169,-20,0
5009169,-21,C
5009169,-22,C
5009170,0,C
5009170,-1,C
5009170,-2,X
5009170,-3,0
5009170,-4,0
5009170,-5,X
5009170,-6,0
5009170,-7,X
5009170,-8,X
5009170,-9,C
5009170,-10,C
5009170,-11,C
5009170,-12,0
5009170,-13,0
5009170,-14,0
5009170,-15,C
5009170,-16,0
5009170,-17,C
5009170,-18,X
5009170,-19,0
5009170,-20,C
5009170,-21,C
5009170,-22,0
5009170,-23,X
5009171,0,C
5009171,-1,C
5009171,-2,0
5009171,-3,C
5009171,-4,0
5009171,-5,C
5009171,-6,C
5009171,-7,0
5009171,-8,C
5009171,-9,C
5009172,0,3
5009172,-1,4
5009172,-2,C
5009172,-3,1
5009172,-4,4
5009172,-5,X
5009172,-6,1
5009172,-7,0
5009172,-8,0
5009172,-9,0
5009172,-10,4
5009172,-11,C
5009172,-12,2
5009172,-13,1
5009172,-14,0
5009172,-15,C
5009172,-16,0
5009172,-17,2
5009172,-18,2
5009172,-19,2
5009173,0,C
5009173,-1,0
5009173,-2,X
5009173,-3,X
5009173,-4,C
5009173,-5,X
5009173,-6,0
5009173,-7,C
5009173,-8,C
5009173,-9,C
5009173,-10,C
5009173,-11,C
5009173,-12,C
5009173,-13,0
5009173,-14,C
5009173,-15,C
5009173,-16,0
5009174,0,1
5009174,-1,1
5009174,-2,C
5009174,-3,0
5009174,-4,0
5009174,-5,C
5009174,-6,C
5009174,-7,X
5009174,-8,X
5009174,-9,X
5009174,-10,C
5009175,0,C
5009175,-1,C
5009175,-2,0
5009175,-3,X
5009176,0,X
5009176,-1,X
5009176,-2,C
5009176,-3,C
5009176,-4,X
5009176,-5,C
5009176,-6,C
5009176,-7,X
5009176,-8,C
5009176,-9,0
5009176,-10,C
5009177,0,C
5009177,-1,C
5009177,-2,C
5009177,-3,0
5009177,-4,C
5009177,-5,C
5009177,-6,C
5009177,-7,1
5009177,-8,C
5009177,-9,0
5009177,-10,X
5009177,-11,X
5009177,-12,C
5009177,-13,0
5009177,-14,C
5009177,-15,C
5009177,-16,0
5009177,-17,X
5009177,-18,C
5009177,-19,0
5009177,-20,X
5009177,-21,C
5009178,0,X
5009178,-1,X
5009178,-2,X
5009178,-3,0
5009178,-4,X
5009178,-5,0
5009179,0,C
5009179,-1,C
5009179,-2,0
5009179,-3,C
5009179,-4,C
5009179,-5,C
5009179,-6,C
5009179,-7,C
5009179,-8,C
5009179,-9,C
5009180,0,C
5009180,-1,X
5009180,-2,C
5009180,-3,X
5009180,-4,C
5009180,-5,1
5009180,-6,0
5009180,-7,X
5009180,-8,C
5009180,-9,C
5009180,-10,C
5009180,-11,0
5009180,-12,X
5009180,-13,C
5009180,-14,0
5009181,0,C
5009181,-1,0
5009181,-2,0
5009181,-3,C
5009181,-4,X
5009181,-5,0
5009181,-6,0
5009181,-7,0
5009181,-8,0
5009181,-9,C
5009181,-10,0
5009182,0,0
5009182,-1,X
5009182,-2,0
5009182,-3,X
5009182,-4,C
5009183,0,1
5009183,-1,C
5009183,-2,C
5009183,-3,C
5009183,-4,0
5009183,-5,X
5009183,-6,0
5009183,-7,C
5009183,-8,0
5009183,-9,C
5009183,-10,C
5009183,-11,0
5009183,-12,C
5009183,-13,C
5009183,-14,C
5009184,0,C
5009184,-1,0
5009184,-2,X
5009184,-3,C
5009184,-4,0
5009184,-5,C
5009184,-6,C
5009184,-7,C
5009184,-8,C
5009184,-9,0
5009184,-10,C
5009184,-11,C
5009184,-12,X
5009184,-13,X
5009184,-14,X
5009184,-15,C
5009184,-16,0
5009185,0,C
5009185,-1,0
5009185,-2,X
5009185,-3,X
5009185,-4,1
5009185,-5,C
5009185,-6,0
5009185,-7,X
5009185,-8,C
5009185,-9,C
5009185,-10,X
5009185,-11,C
5009185,-12,X
5009185,-13,0
5009185,-14,C
5009185,-15,C
5009185,-16,C
5009185,-17,X
5009185,-18,C
5009185,-19,C
5009185,-20,X
5009186,0,C
5009186,-1,X
5009186,-2,X
5009186,-3,C
5009186,-4,0
5009186,-5,C
5009186,-6,0
5009186,-7,0
5009186,-8,0
5009186,-9,X
5009186,-10,C
5009186,-11,C
5009186,-12,X
5009186,-13,0
5009186,-14,C
5009187,0,0
5009187,-1,C
5009187,-2,C
5009187,-3,C
5009187,-4,X
5009187,-5,C
5009187,-6,C
5009187,-7,X
5009187,-8,0
5009187,-9,X
5009187,-10,C
5009187,-11,C
5009187,-12,C
5009187,-13,0
5009187,-14,0
5009187,-15,0
5009187,-16,C
5009187,-17,C
5009187,-18,0
5009187,-19,X
5009188,0,C
5009188,-1,X
5009188,-2,C
5009188,-3,X
5009188,-4,C
5009188,-5,C
5009188,-6,0
5009189,0,0
5009189,-1,C
5009189,-2,C
5009189,-3,C
5009189,-4,C
5009189,-5,0
5009189,-6,C
5009189,-7,C
5009189,-8,0
5009189,-9,C
5009189,-10,C
5009189,-11,0
5009189,-12,C
5009189,-13,X
5009189,-14,C
5009189,-15,C
5009190,0,C
5009190,-1,C
5009190,-2,0
5009191,0,C
5009191,-1,C
5009191,-2,C
5009191,-3,C
5009191,-4,C
5009191,-5,C
5009191,-6,C
5009191,-7,C
5009191,-8,C
5009191,-9,C
5009191,-10,C
5009191,-11,C
5009191,-12,C
5009191,-13,0
5009191,-14,0
5009191,-15,0
5009192,0,X
5009192,-1,C
5009192,-2,0
5009192,-3,0
5009192,-4,X
5009192,-5,C
5009193,0,0
5009193,-1,C
5009193,-2,X
5009193,-3,X
5009193,-4,X
5009193,-5,C
5009193,-6,0
5009193,-7,0
5009193,-8,0
5009193,-9,C
5009193,-10,C
5009193,-11,C
5009193,-12,0
5009193,-13,X
5009193,-14,C
5009193,-15,C
5009193,-16,X
5009193,-17,C
5009193,-18,X
5009193,-19,C
5009193,-20,X
5009194,0,0
5009194,-1,2
5009194,-2,4
5009194,-3,5
5009194,-4,1
5009194,-5,2
5009194,-6,2
5009194,-7,C
5009194,-8,0
5009194,-9,3
5009194,-10,2
5009194,-11,X
5009194,-12,X
5009194,-13,C
5009194,-14,0
5009194,-15,0
5009194,-16,0
5009194,-17,3
5009194,-18,X
5009194,-19,2
5009194,-20,1
5009194,-21,0
5009194,-22,1
5009194,-23,0
5009195,0,C
5009195,-1,C
5009195,-2,0
5009195,-3,0
5009195,-4,C
5009195,-5,0
5009195,-6,0
5009195,-7,0
5009195,-8,0
5009195,-9,C
5009195,-10,X
5009195,-11,X
5009195,-12,C
5009195,-13,C
5009195,-14,C
5009196,0,C
5009196,-1,X
5009196,-2,C
5009196,-3,C
5009196,-4,C
5009196,-5,X
5009196,-6,C
5009196,-7,C
5009197,0,C
5009197,-1,X
5009197,-2,C
5009198,0,C
5009198,-1,C
5009198,-2,0
5009198,-3,C
5009198,-4,C
5009198,-5,X
5009198,-6,C
5009198,-7,X
5009198,-8,0
5009198,-9,C
5009198,-10,0
5009198,-11,0
5009198,-12,C
5009198,-13,C
5009198,-14,C
5009198,-15,0
5009198,-16,C
5009198,-17,0
5009198,-18,C
5009199,0,X
5009199,-1,C
5009199,-2,0
5009199,-3,C
5009199,-4,C
5009199,-5,0
5009199,-6,0
5009199,-7,1
5009199,-8,C
5009199,-9,C
5009199,-10,0
5009199,-11,C
5009199,-12,X
5009199,-13,0
5009199,-14,0
5009199,-15,C
5009199,-16,C
5009199,-17,C
5009199,-18,0
5009199,-19,C
5009199,-20,0
5009199,-21,X
5009200,0,0
5009200,-1,0
5009200,-2,0
5009200,-3,3
5009200,-4,0
5009200,-5,0
5009200,-6,0
5009200,-7,0
5009200,-8,2
5009200,-9,0
5009200,-10,0
5009200,-11,1
5009200,-12,2
5009200,-13,X
5009200,-14,0
5009201,0,X
5009201,-1,0
5009201,-2,C
5009201,-3,C
5009202,0,C
5009202,-1,X
5009202,-2,C
5009202,-3,0
5009202,-4,C
5009202,-5,C
5009202,-6,C
5009202,-7,C
5009202,-8,X
5009202,-9,C
5009202,-10,0
5009203,0,0
5009203,-1,C
5009203,-2,C
5009204,0,1
5009204,-1,X
5009204,-2,0
5009204,-3,0
5009204,-4,0
5009204,-5,0
5009204,-6,0
5009204,-7,0
5009204,-8,C
5009204,-9,C
5009204,-10,C
5009204,-11,C
5009204,-12,X
5009204,-13,C
5009204,-14,0
5009204,-15,1
5009204,-16,X
5009204,-17,X
5009204,-18,C
5009204,-19,X
5009204,-20,X
5009204,-21,C
5009204,-22,1
5009204,-23,0
5009205,0,C
5009205,-1,X
5009205,-2,X
5009205,-3,C
5009205,-4,C
5009205,-5,0
5009205,-6,X
5009205,-7,0
5009205,-8,C
5009205,-9,0
5009205,-10,0
5009205,-11,C
5009205,-12,C
5009205,-13,C
5009205,-14,C
5009205,-15,X
5009205,-16,0
5009205,-17,C
5009205,-18,C
5009206,0,0
5009206,-1,0
5009206,-2,0
5009206,-3,C
5009206,-4,0
5009206,-5,C
5009206,-6,X
5009206,-7,X
5009206,-8,C
5009206,-9,C
5009206,-10,C
5009206,-11,C
5009206,-12,X
5009206,-13,C
5009206,-14,X
5009206,-15,0
5009206,-16,C
5009206,-17,0
5009206,-18,0
5009206,-19,0
5009206,-20,0
5009207,0,C
5009207,-1,0
5009207,-2,0
5009207,-3,C
5009207,-4,C
5009207,-5,C
5009207,-6,X
5009207,-7,C
5009207,-8,0
5009207,-9,0
5009207,-10,X
5009207,-11,0
5009207,-12,C
5009207,-13,C
5009207,-14,X
5009207,-15,X
5009207,-16,C
5009207,-17,X
5009208,0,C
5009208,-1,X
5009208,-2,C
5009208,-3,C
5009208,-4,0
5009208,-5,X
5009208,-6,C
5009208,-7,X
5009208,-8,C
5009208,-9,C
5009208,-10,0
5009208,-11,X
5009209,0,C
5009209,-1,0
5009209,-2,C
5009209,-3,C
5009209,-4,C
5009209,-5,C
5009209,-6,0
5009209,-7,C
5009209,-8,0
5009209,-9,X
5009209,-10,0
5009210,0,C
5009210,-1,C
5009210,-2,C
5009210,-3,0
5009210,-4,C
5009210,-5,0
5009210,-6,C
5009210,-7,C
5009210,-8,C
5009210,-9,C
5009210,-10,C
5009210,-11,0
5009210,-12,0
5009210,-13,X
5009210,-14,C
5009210,-15,C
5009210,-16,C
5009211,0,C
5009211,-1,0
5009211,-2,C
5009211,-3,C
5009211,-4,C
5009211,-5,0
5009211,-6,C
5009211,-7,C
5009211,-8,C
5009211,-9,C
5009211,-10,X
5009211,-11,C
5009211,-12,0
5009211,-13,C
5009211,-14,X
5009212,0,C
5009212,-1,C
5009212,-2,C
5009212,-3,C
5009212,-4,C
5009212,-5,C
5009212,-6,C
5009212,-7,C
5009212,-8,C
5009212,-9,X
5009212,-10,X
5009212,-11,0
5009212,-12,C
5009212,-13,0
5009212,-14,0
5009212,-15,C
5009212,-16,C
5009212,-17,X
5009212,-18,C
5009212,-19,X
5009212,-20,C
5009212,-21,C
5009212,-22,C
5009212,-23,C
5009213,0,0
5009213,-1,C
5009213,-2,C
5009214,0,C
5009214,-1,C
5009214,-2,X
5009214,-3,C
5009214,-4,C
5009214,-5,X
5009214,-6,0
5009214,-7,X
5009214,-8,0
5009214,-9,C
5009214,-10,1
5009215,0,0
5009215,-1,C
5009215,-2,X
5009215,-3,C
5009215,-4,0
5009215,-5,X
5009215,-6,0
5009215,-7,C
5009215,-8,C
5009215,-9,0
5009215,-10,0
5009216,0,C
5009216,-1,C
5009216,-2,1
5009216,-3,X
5009216,-4,C
5009216,-5,C
5009216,-6,X
5009216,-7,X
5009216,-8,C
5009216,-9,0
5009216,-10,C
5009216,-11,C
5009216,-12,0
5009216,-13,0
5009216,-14,C
5009216,-15,1
5009216,-16,0
5009216,-17,C
5009217,0,X
5009217,-1,C
5009217,-2,C
5009217,-3,C
5009217,-4,C
5009217,-5,0
5009217,-6,0
5009217,-7,C
5009217,-8,X
5009217,-9,C
5009217,-10,C
5009217,-11,X
5009217,-12,C
5009217,-13,X
5009217,-14,0
5009217,-15,C
5009217,-16,C
5009217,-17,C
5009217,-18,0
5009217,-19,X
5009217,-20,0
5009217,-21,C
5009217,-22,C
5009218,0,C
5009218,-1,0
5009218,-2,C
5009219,0,0
5009219,-1,X
5009219,-2,C
5009219,-3,X
5009219,-4,C
5009219,-5,X
5009219,-6,0
5009219,-7,C
5009219,-8,C
5009219,-9,X
5009219,-10,C
5009219,-11,C
5009219,-12,0
5009219,-13,X
5009219,-14,C
5009219,-15,C
5009219,-16,X
5009219,-17,0
5009219,-18,0
5009219,-19,C
5009219,-20,X
5009220,0,0
5009220,-1,C
5009220,-2,X
5009220,-3,C
5009220,-4,X
5009220,-5,C
5009220,-6,0
5009220,-7,C
5009220,-8,0
5009220,-9,C
5009220,-10,X
5009220,-11,0
5009220,-12,0
5009220,-13,C
5009220,-14,C
5009220,-15,C
5009220,-16,0
5009220,-17,C
5009220,-18,0
5009221,0,C
5009221,-1,C
5009221,-2,X
5009222,0,0
5009222,-1,C
5009222,-2,C
5009222,-3,0
5009222,-4,0
5009222,-5,0
5009222,-6,C
5009222,-7,X
5009222,-8,C
5009222,-9,0
5009222,-10,0
5009222,-11,0
5009222,-12,0
5009222,-13,X
5009222,-14,C
5009222,-15,X
5009222,-16,0
5009222,-17,0
5009222,-18,0
5009222,-19,C
5009222,-20,C
5009222,-21,C
5009222,-22,X
5009223,0,X
5009223,-1,X
5009223,-2,1
5009223,-3,0
5009223,-4,C
5009223,-5,X
5009223,-6,X
5009223,-7,C
5009223,-8,0
5009223,-9,0
5009223,-10,C
5009223,-11,0
5009223,-12,0
5009223,-13,0
5009223,-14,X
5009223,-15,C
5009223,-16,X
5009223,-17,X
5009223,-18,0
5009223,-19,1
5009223,-20,X
5009223,-21,0
5009224,0,C
5009224,-1,C
5009224,-2,C
5009224,-3,X
5009224,-4,1
5009224,-5,0
5009224,-6,X
5009224,-7,X
5009224,-8,C
5009224,-9,C
5009224,-10,C
5009224,-11,X
5009224,-12,C
5009224,-13,C
5009224,-14,C
5009224,-15,C
5009224,-16,X
5009225,0,0
5009225,-1,X
5009225,-2,C
5009225,-3,0
5009225,-4,C
5009225,-5,C
5009225,-6,X
5009225,-7,C
5009225,-8,X
5009225,-9,0
5009225,-10,0
5009225,-11,X
5009225,-12,C
5009225,-13,C
5009225,-14,X
5009225,-15,X
5009225,-16,C
5009225,-17,0
5009225,-18,0
5009225,-19,X
5009225,-20,X
5009225,-21,C
5009226,0,C
5009226,-1,0
5009226,-2,X
5009226,-3,X
5009226,-4,X
5009226,-5,0
5009226,-6,0
5009226,-7,C
5009226,-8,0
5009226,-9,0
5009226,-10,C
5009226,-11,0
5009226,-12,C
5009226,-13,C
5009226,-14,0
5009226,-15,0
5009226,-16,X
5009226,-17,0
5009226,-18,C
5009226,-19,X
5009227,0,X
5009227,-1,C
5009227,-2,X
5009227,-3,0
5009227,-4,C
5009227,-5,0
5009227,-6,X
5009228,0,X
5009228,-1,X
5009228,-2,C
5009228,-3,C
5009228,-4,0
5009228,-5,C
5009228,-6,C
5009228,-7,C
5009228,-8,X
5009228,-9,0
5009228,-10,0
5009228,-11,0
5009228,-12,1
5009228,-13,C
5009228,-14,C
5009228,-15,C
5009229,0,C
5009229,-1,C
5009229,-2,C
5009229,-3,0
5009229,-4,0
5009229,-5,C
5009229,-6,C
5009229,-7,C
5009229,-8,C
5009229,-9,0
5009229,-10,C
5009229,-11,X
5009229,-12,C
5009229,-13,C
5009229,-14,C
5009229,-15,C
5009229,-16,X
5009230,0,X
5009230,-1,0
5009230,-2,C
5009230,-3,C
5009230,-4,C
5009230,-5,X
5009230,-6,C
5009230,-7,0
5009230,-8,C
5009230,-9,C
5009231,0,X
5009231,-1,0
5009231,-2,0
5009231,-3,0
5009232,0,0
5009232,-1,C
5009232,-2,X
5009232,-3,C
5009232,-4,C
5009232,-5,0
5009232,-6,0
5009232,-7,0
5009232,-8,X
5009232,-9,0
5009232,-10,X
5009232,-11,C
5009232,-12,0
5009233,0,C
5009233,-1,0
5009233,-2,C
5009233,-3,0
5009233,-4,0
5009233,-5,X
5009233,-6,C
5009233,-7,X
5009233,-8,C
5009233,-9,0
5009233,-10,X
5009233,-11,C
5009233,-12,0
5009233,-13,1
5009233,-14,0
5009233,-15,C
5009233,-16,0
5009233,-17,0
5009233,-18,0
5009233,-19,C
5009234,0,X
5009234,-1,C
5009234,-2,0
5009234,-3,X
5009234,-4,C
5009234,-5,C
5009234,-6,X
5009235,0,0
5009235,-1,C
5009235,-2,0
5009235,-3,X
5009235,-4,X
5009235,-5,C
5009235,-6,X
5009235,-7,0
5009235,-8,0
5009235,-9,C
5009235,-10,C
5009235,-11,X
5009235,-12,C
5009235,-13,X
5009235,-14,0
5009235,-15,X
5009235,-16,X
5009236,0,C
5009236,-1,C
5009236,-2,C
5009236,-3,1
5009236,-4,C
5009236,-5,X
5009236,-6,X
5009236,-7,C
5009236,-8,C
5009236,-9,C
5009237,0,0
5009237,-1,C
5009237,-2,0
5009237,-3,0
5009237,-4,0
5009237,-5,C
5009237,-6,0
5009237,-7,C
5009237,-8,X
5009237,-9,C
5009237,-10,C
5009237,-11,C
5009237,-12,X
5009237,-13,C
5009237,-14,0
5009237,-15,0
5009237,-16,C
5009238,0,C
5009238,-1,0
5009238,-2,0
5009239,0,C
5009239,-1,X
5009239,-2,C
5009239,-3,0
5009239,-4,C
5009239,-5,1
5009239,-6,C
5009239,-7,0
5009239,-8,0
5009239,-9,X
5009239,-10,C
5009239,-11,0
5009239,-12,0
5009239,-13,C
5009239,-14,X
5009239,-15,X
5009239,-16,0
5009239,-17,C
5009239,-18,0
5009239,-19,C
5009239,-20,0
5009239,-21,0
5009239,-22,X
5009239,-23,C
5009240,0,0
5009240,-1,0
5009240,-2,C
5009240,-3,C
5009240,-4,0
5009240,-5,X
5009240,-6,0
5009240,-7,0
5009240,-8,X
5009240,-9,X
5009241,0,C
5009241,-1,0
5009241,-2,C
5009241,-3,C
5009241,-4,C
5009241,-5,0
5009241,-6,1
5009241,-7,C
5009242,0,C
5009242,-1,C
5009242,-2,C
5009243,0,0
5009243,-1,0
5009243,-2,C
5009243,-3,0
5009243,-4,C
5009243,-5,X
5009243,-6,0
5009243,-7,C
5009244,0,C
5009244,-1,1
5009244,-2,0
5009244,-3,0
5009245,0,C
5009245,-1,X
5009245,-2,C
5009245,-3,C
5009245,-4,C
5009245,-5,C
5009245,-6,C
5009245,-7,C
5009245,-8,0
5009245,-9,C
5009245,-10,C
5009245,-11,X
5009245,-12,C
5009245,-13,0
5009245,-14,C
5009245,-15,C
5009246,0,C
5009246,-1,C
5009246,-2,0
5009246,-3,C
5009246,-4,C
5009246,-5,X
5009246,-6,C
5009246,-7,0
5009246,-8,C
5009246,-9,C
5009246,-10,X
5009246,-11,0
5009246,-12,0
5009246,-13,X
5009247,0,C
5009247,-1,X
5009247,-2,C
5009247,-3,C
5009247,-4,X
5009247,-5,C
5009247,-6,0
5009247,-7,0
5009247,-8,C
5009247,-9,C
5009247,-10,C
5009247,-11,0
5009247,-12,0
5009247,-13,0
5009247,-14,C
5009247,-15,0
5009247,-16,0
5009247,-17,C
5009247,-18,C
5009247,-19,0
5009247,-20,C
5009247,-21,0
5009247,-22,0
5009248,0,C
5009248,-1,X
5009248,-2,C
5009248,-3,C
5009248,-4,0
5009248,-5,C
5009248,-6,C
5009248,-7,C
5009248,-8,C
5009248,-9,C
5009248,-10,C
5009248,-11,C
5009248,-12,C
5009248,-13,0
5009248,-14,C
5009248,-15,X
5009248,-16,C
5009248,-17,0
5009248,-18,C
5009248,-19,C
5009248,-20,C
5009248,-21,0
5009248,-22,C
5009248,-23,X
5009249,0,C
5009249,-1,C
5009249,-2,X
5009249,-3,C
5009249,-4,X
5009249,-5,C
5009249,-6,C
5009249,-7,X
5009249,-8,C
5009249,-9,X
5009249,-10,C
5009249,-11,X
5009249,-12,C
5009250,0,0
5009250,-1,X
5009250,-2,0
5009250,-3,C
5009250,-4,C
5009250,-5,C
5009251,0,C
5009251,-1,C
5009251,-2,X
5009251,-3,C
5009251,-4,C
5009252,0,0
5009252,-1,C
5009252,-2,C
5009252,-3,C
5009252,-4,X
5009252,-5,X
5009252,-6,C
5009252,-7,C
5009252,-8,C
5009252,-9,C
5009252,-10,C
5009252,-11,X
5009252,-12,X
5009252,-13,C
5009252,-14,0
5009252,-15,0
5009252,-16,X
5009252,-17,C
5009253,0,C
5009253,-1,C
5009253,-2,0
5009253,-3,C
5009253,-4,C
5009254,0,C
5009254,-1,0
5009254,-2,C
5009254,-3,C
5009254,-4,X
5009254,-5,0
5009254,-6,0
5009254,-7,C
5009254,-8,C
5009255,0,C
5009255,-1,C
5009255,-2,C
5009255,-3,C
5009255,-4,C
5009255,-5,C
5009255,-6,C
5009255,-7,C
5009256,0,X
5009256,-1,C
5009256,-2,1
5009256,-3,C
5009256,-4,0
5009256,-5,C
5009256,-6,0
5009256,-7,C
5009256,-8,C
5009256,-9,C
5009256,-10,C
5009256,-11,1
5009256,-12,C
5009256,-13,0
5009256,-14,C
5009256,-15,X
5009256,-16,C
5009256,-17,C
5009256,-18,X
5009256,-19,C
5009256,-20,X
5009257,0,0
5009257,-1,C
5009257,-2,C
5009257,-3,X
5009258,0,C
5009258,-1,C
5009258,-2,C
5009258,-3,C
5009258,-4,C
5009258,-5,0
5009258,-6,0
5009258,-7,C
5009258,-8,0
5009258,-9,C
5009258,-10,0
5009258,-11,C
5009258,-12,C
5009258,-13,C
5009258,-14,C
5009258,-15,X
5009258,-16,C
5009258,-17,0
5009258,-18,X
5009258,-19,C
5009258,-20,C
5009259,0,C
5009259,-1,C
5009259,-2,C
5009259,-3,C
5009259,-4,0
5009259,-5,0
5009259,-6,C
5009259,-7,0
5009259,-8,X
5009259,-9,C
5009259,-10,0
5009259,-11,0
5009259,-12,C
5009259,-13,X
5009259,-14,X
5009259,-15,C
5009259,-16,X
5009259,-17,0
5009259,-18,C
5009260,0,C
5009260,-1,C
5009260,-2,C
5009260,-3,0
5009260,-4,C
5009261,0,C
5009261,-1,0
5009261,-2,C
5009261,-3,C
5009261,-4,0
5009262,0,C
5009262,-1,0
5009262,-2,C
5009262,-3,C
5009262,-4,C
5009262,-5,1
5009262,-6,C
5009262,-7,C
5009262,-8,X
5009262,-9,C
5009262,-10,C
5009262,-11,C
5009262,-12,1
5009262,-13,C
5009262,-14,0
5009262,-15,C
5009262,-16,C
5009262,-17,C
5009262,-18,C
5009263,0,C
5009263,-1,X
5009263,-2,0
5009263,-3,X
5009263,-4,C
5009263,-5,C
5009263,-6,C
5009263,-7,0
5009263,-8,0
5009263,-9,1
5009263,-10,C
5009263,-11,X
5009263,-12,C
5009263,-13,C
5009263,-14,C
5009263,-15,X
5009264,0,0
5009264,-1,0
5009264,-2,X
5009264,-3,C
5009264,-4,C
5009264,-5,0
5009264,-6,C
5009264,-7,X
5009264,-8,X
5009264,-9,C
5009264,-10,X
5009264,-11,C
5009264,-12,0
5009264,-13,C
5009264,-14,X
5009264,-15,C
5009265,0,C
5009265,-1,X
5009265,-2,0
5009265,-3,X
5009265,-4,X
5009265,-5,C
5009265,-6,C
5009265,-7,C
5009265,-8,0
5009265,-9,C
5009265,-10,C
5009265,-11,0
5009265,-12,X
5009265,-13,X
5009265,-14,C
5009265,-15,C
5009265,-16,C
5009265,-17,C
5009265,-18,C
5009265,-19,C
5009265,-20,X
5009265,-21,0
5009265,-22,0
5009266,0,X
5009266,-1,C
5009266,-2,C
