ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009435,M,Y,Y,0,225343.35,Student,Higher education,Widow,Rented apartment,-19586,-6646,1,1,1,0,Private service staff,1
5009436,F,N,Y,2,128792.33,State servant,Secondary / secondary special,Widow,Office apartment,-23118,-14545,1,1,0,0,Core staff,3
5009437,M,N,N,0,215430.87,Working,Higher education,Married,Municipal apartment,-17377,-7516,1,0,0,0,Core staff,2
5009438,M,N,N,0,130172.96,Commercial associate,Incomplete higher,Married,Rented apartment,-18376,-2514,1,0,0,0,Sales staff,2
5009439,M,N,Y,0,115917.37,Student,Secondary / secondary special,Married,Municipal apartment,-14615,-7904,1,1,1,0,Medicine staff,2
5009440,M,N,Y,0,142548.72,Commercial associate,Higher education,Widow,With parents,-15844,-2818,1,1,1,0,Managers,1
5009441,F,N,N,0,170338.7,Commercial associate,Higher education,Widow,Rented apartment,-7859,-516,1,0,1,1,Secretaries,1
5009442,F,N,Y,0,169151.33,Student,Secondary / secondary special,Civil marriage,Co-op apartment,-16683,-5275,1,0,1,0,High skill tech staff,2
5009443,F,N,N,0,225103.44,Pensioner,Higher education,Separated,Office apartment,-18982,365243,1,1,0,0,,1
5009444,F,N,N,0,94999.7,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,-15848,-7091,1,0,0,0,Medicine staff,1
5009445,F,N,Y,0,193587.14,Working,Higher education,Married,With parents,-13183,-4672,1,0,0,0,Low-skill Laborers,2
5009446,F,N,Y,0,146224.24,Student,Secondary / secondary special,Widow,House / apartment,-18470,-8014,1,0,0,0,Accountants,1
5009447,F,N,Y,1,118434.08,Student,Secondary / secondary special,Widow,Rented apartment,-16268,-3573,1,0,0,0,IT staff,2
5009448,F,N,Y,0,85924.96,Working,Secondary / secondary special,Widow,Office apartment,-13351,-1659,1,1,1,0,Cooking staff,1
5009449,M,N,Y,0,150005.37,Commercial associate,Secondary / secondary special,Married,Office apartment,-19644,-1611,1,1,0,0,HR staff,2
5009450,F,Y,Y,1,152423.75,Student,Secondary / secondary special,Married,With parents,-16142,-7744,1,1,0,1,Core staff,3
5009451,M,N,Y,0,135280.43,Working,Higher education,Civil marriage,Rented apartment,-15868,-7303,1,0,0,0,Medicine staff,2
5009452,M,N,N,0,198004.02,Student,Higher education,Separated,Co-op apartment,-9820,-2330,1,0,0,0,IT staff,1
5009453,F,N,Y,2,127868.07,Working,Secondary / secondary special,Widow,Office apartment,-8456,-1544,1,0,0,0,Medicine staff,3
5009454,F,Y,Y,0,209522.65,Commercial associate,Higher education,Married,House / apartment,-11965,-3014,1,1,0,0,HR staff,2
5009455,F,N,N,0,239590.36,Student,Higher education,Widow,Office apartment,-9462,-1120,1,1,1,0,Waiters/barmen staff,1
5009456,M,N,Y,0,72310.6,Working,Secondary / secondary special,Single / not married,House / apartment,-24457,-12543,1,0,0,0,Secretaries,1
5009457,M,Y,Y,0,81156.1,Working,Lower secondary,Separated,House / apartment,-22481,-6231,1,0,0,0,Core staff,1
5009458,F,N,Y,0,134597.75,Working,Higher education,Civil marriage,Office apartment,-11387,-309,1,1,0,0,Waiters/barmen staff,2
5009459,F,N,N,0,264140.12,Student,Academic degree,Widow,Office apartment,-12135,-5347,1,0,0,1,Secretaries,1
5009460,F,N,N,0,87334.68,Student,Secondary / secondary special,Married,Office apartment,-12378,-1693,1,0,0,0,Security staff,2
5009461,F,N,N,0,52493.27,Working,Secondary / secondary special,Separated,Co-op apartment,-22164,-3539,1,0,1,0,Core staff,1
5009462,F,N,Y,0,209016.55,Pensioner,Higher education,Single / not married,With parents,-22626,365243,1,0,0,0,,1
5009463,M,Y,Y,0,135881.1,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-7946,-1187,1,0,0,0,Private service staff,2
5009464,M,N,Y,0,70213.69,Student,Secondary / secondary special,Separated,House / apartment,-18689,-10633,1,0,1,0,Drivers,1
5009465,F,Y,Y,0,109963.28,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23640,365243,1,0,0,0,,2
5009466,F,N,N,0,148601.24,Pensioner,Secondary / secondary special,Widow,House / apartment,-18949,365243,1,0,1,0,,1
5009467,M,N,N,3,153614.15,Student,Secondary / secondary special,Widow,Co-op apartment,-9751,-2813,1,1,1,0,Core staff,4
5009468,M,N,Y,0,73048.72,Pensioner,Secondary / secondary special,Married,Co-op apartment,-11808,365243,1,1,1,0,,2
5009469,M,N,Y,0,155759.9,State servant,Secondary / secondary special,Widow,Municipal apartment,-21332,-5161,1,0,1,0,Managers,1
5009470,M,N,Y,1,83545.98,State servant,Incomplete higher,Separated,Co-op apartment,-9404,-2483,1,0,0,1,Waiters/barmen staff,2
5009471,M,N,Y,0,134870.91,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13452,-5704,1,0,0,0,Cleaning staff,2
5009472,F,N,N,0,172347.98,State servant,Higher education,Single / not married,Co-op apartment,-10819,-3294,1,0,0,0,Realty agents,1
5009473,F,N,Y,0,53281.37,Student,Secondary / secondary special,Single / not married,Municipal apartment,-16138,-635,1,1,1,0,Realty agents,1
5009474,F,N,N,0,143395.74,Commercial associate,Incomplete higher,Widow,Municipal apartment,-9377,-928,1,1,1,0,Managers,1
5009475,M,N,Y,2,88940.87,Working,Lower secondary,Widow,With parents,-8139,-1430,1,0,0,0,IT staff,3
5009476,M,N,Y,2,128485.7,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19965,-12323,1,1,1,0,Managers,4
5009477,M,N,N,1,181479.69,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,-8946,365243,1,0,1,0,,2
5009478,M,N,Y,2,41034.44,Student,Secondary / secondary special,Married,Co-op apartment,-18438,-3055,1,0,0,0,Low-skill Laborers,4
5009479,M,N,Y,0,52856.64,Working,Secondary / secondary special,Single / not married,Co-op apartment,-10727,-1843,1,1,0,0,Security staff,1
5009480,F,N,N,1,202611.19,Pensioner,Higher education,Separated,Office apartment,-13800,365243,1,1,1,0,,2
5009481,M,N,N,1,84508.01,State servant,Secondary / secondary special,Married,With parents,-15648,-3018,1,1,1,0,Managers,3
5009482,F,N,N,0,170870.59,Working,Higher education,Separated,House / apartment,-17322,-3597,1,1,1,0,Cleaning staff,1
5009483,F,N,N,0,189797.8,Pensioner,Higher education,Separated,Rented apartment,-11469,365243,1,0,0,0,,1
5009484,M,N,Y,0,162242.67,Working,Higher education,Civil marriage,Municipal apartment,-20834,-7965,1,0,1,0,Core staff,2
5009485,M,N,Y,1,192153.49,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-20259,-12874,1,0,0,0,Core staff,2
5009486,F,Y,Y,0,264522.79,Commercial associate,Higher education,Separated,With parents,-21717,-13297,1,0,0,0,Sales staff,1
5009487,F,Y,N,0,198049.45,Working,Incomplete higher,Single / not married,Office apartment,-22421,-12475,1,0,1,0,Waiters/barmen staff,1
5009488,M,Y,N,0,128101.48,State servant,Secondary / secondary special,Widow,Office apartment,-11869,-270,1,1,1,0,HR staff,1
5009489,M,N,Y,0,179551.22,State servant,Higher education,Civil marriage,Municipal apartment,-10138,-2312,1,0,0,0,Sales staff,2
5009490,F,N,Y,0,235316.37,Student,Higher education,Single / not married,House / apartment,-20844,-3732,1,1,0,0,Cooking staff,1
5009491,F,N,Y,0,124553.75,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-15590,-4449,1,0,0,0,IT staff,1
5009492,M,N,N,0,229116.07,Commercial associate,Higher education,Widow,Rented apartment,-10071,-3079,1,1,0,0,Waiters/barmen staff,1
5009493,F,N,N,2,112569.58,Pensioner,Secondary / secondary special,Single / not married,With parents,-12651,365243,1,0,1,0,,3
5009494,F,N,Y,0,149133.57,Commercial associate,Higher education,Separated,House / apartment,-13123,-1323,1,0,0,0,HR staff,1
5009495,M,Y,Y,0,117453.32,Student,Secondary / secondary special,Civil marriage,Co-op apartment,-17269,-2558,1,0,1,0,Laborers,2
5009496,F,N,Y,0,111700.85,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17843,365243,1,0,0,0,,1
5009497,F,N,Y,0,148888.13,State servant,Higher education,Widow,Office apartment,-12429,-4761,1,0,0,0,HR staff,1
5009498,M,N,Y,1,140311.12,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-20717,-3543,1,1,1,0,Low-skill Laborers,3
5009499,F,Y,Y,0,229307.66,Commercial associate,Incomplete higher,Separated,Office apartment,-15251,-6087,1,0,1,0,Security staff,1
5009500,M,Y,Y,0,155382.85,State servant,Higher education,Single / not married,Rented apartment,-14094,-7029,1,0,1,0,Laborers,1
5009501,M,Y,Y,0,100194.21,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18780,365243,1,1,1,0,,2
5009502,F,Y,Y,0,118735.94,State servant,Secondary / secondary special,Widow,House / apartment,-8325,-227,1,0,0,0,Drivers,1
5009503,M,Y,Y,0,30000.0,Student,Secondary / secondary special,Widow,Co-op apartment,-7956,-1186,1,0,1,0,Cleaning staff,1
5009504,F,N,Y,0,87017.77,Student,Secondary / secondary special,Single / not married,Rented apartment,-8434,-1203,1,1,0,0,Realty agents,1
5009505,M,Y,Y,0,128458.15,Working,Secondary / secondary special,Married,House / apartment,-10803,-532,1,0,0,0,Cleaning staff,2
5009506,M,N,Y,1,164712.32,Pensioner,Incomplete higher,Single / not married,Co-op apartment,-20645,365243,1,0,1,0,,2
5009507,F,Y,Y,0,130530.42,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-19645,-3592,1,1,1,0,HR staff,2
5009508,F,N,N,0,103021.97,Student,Incomplete higher,Single / not married,Co-op apartment,-15118,-5583,1,0,1,0,Cooking staff,1
5009509,F,Y,N,0,179946.92,Working,Secondary / secondary special,Single / not married,Rented apartment,-10070,-2126,1,1,0,0,Private service staff,1
5009510,M,N,N,0,30000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-12928,365243,1,1,0,0,,1
5009511,F,N,Y,0,117602.48,State servant,Secondary / secondary special,Civil marriage,Office apartment,-13470,-4738,1,0,0,0,Cooking staff,2
5009512,M,N,N,2,92343.46,Working,Secondary / secondary special,Civil marriage,Office apartment,-24240,-16666,1,0,0,0,Accountants,4
5009513,M,N,Y,1,186768.9,State servant,Higher education,Single / not married,With parents,-22827,-5024,1,0,0,0,Sales staff,2
5009514,F,Y,Y,0,119013.43,Pensioner,Higher education,Separated,Co-op apartment,-11318,365243,1,1,1,0,,1
5009515,M,N,Y,0,219790.13,Commercial associate,Higher education,Civil marriage,Co-op apartment,-20208,-5893,1,0,1,0,Low-skill Laborers,2
5009516,M,Y,Y,1,100100.07,Pensioner,Secondary / secondary special,Widow,Rented apartment,-23370,365243,1,0,0,0,,2
5009517,M,Y,Y,0,165211.48,State servant,Higher education,Separated,House / apartment,-12151,-5333,1,0,1,0,High skill tech staff,1
5009518,M,N,Y,0,90801.48,State servant,Secondary / secondary special,Separated,Co-op apartment,-15475,-4421,1,1,0,0,Low-skill Laborers,1
5009519,F,N,Y,1,103423.26,Student,Incomplete higher,Civil marriage,Office apartment,-24352,-2147,1,1,1,0,High skill tech staff,3
5009520,M,Y,Y,2,152651.76,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-8503,-674,1,1,1,0,Managers,3
5009521,F,Y,Y,0,177400.32,Student,Higher education,Separated,House / apartment,-15339,-2737,1,0,1,0,Core staff,1
5009522,F,Y,Y,0,193481.41,State servant,Higher education,Separated,Co-op apartment,-18266,-10756,1,1,0,0,Realty agents,1
5009523,F,Y,Y,1,229620.54,Working,Higher education,Married,With parents,-23984,-4607,1,1,0,0,Sales staff,3
5009524,F,N,Y,0,183626.75,Working,Higher education,Separated,Municipal apartment,-20491,-10872,1,0,1,1,Security staff,1
5009525,F,Y,Y,0,121248.49,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11469,-267,1,0,0,0,Cleaning staff,2
5009526,F,N,Y,0,69275.14,Student,Secondary / secondary special,Civil marriage,Rented apartment,-10275,-3188,1,0,0,0,HR staff,2
5009527,F,N,Y,0,126427.73,State servant,Secondary / secondary special,Single / not married,Co-op apartment,-24577,-6761,1,1,1,0,Cooking staff,1
5009528,M,Y,Y,0,119171.19,State servant,Secondary / secondary special,Widow,With parents,-14166,-7212,1,0,1,0,Managers,1
5009529,M,N,Y,0,205302.49,State servant,Higher education,Single / not married,Rented apartment,-23128,-4748,1,0,1,0,Private service staff,1
5009530,F,Y,Y,1,215483.44,State servant,Secondary / secondary special,Single / not married,Co-op apartment,-23245,-6503,1,1,1,0,Waiters/barmen staff,2
5009531,M,N,Y,0,278192.49,Student,Academic degree,Married,Municipal apartment,-18138,-2077,1,0,1,0,HR staff,2
5009532,F,N,N,1,120122.18,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-23487,365243,1,1,0,0,,2
5009533,M,Y,Y,0,230016.59,Commercial associate,Higher education,Widow,Municipal apartment,-22641,-14619,1,1,0,0,Medicine staff,1
5009534,M,N,Y,0,69422.78,State servant,Secondary / secondary special,Civil marriage,Co-op apartment,-16894,-7439,1,0,1,0,IT staff,2
5009535,M,Y,Y,1,84954.49,Pensioner,Higher education,Separated,Rented apartment,-21187,365243,1,0,0,0,,2
5009536,M,N,Y,0,175675.14,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18691,-1066,1,0,1,0,HR staff,2
5009537,F,Y,Y,0,141047.84,Working,Secondary / secondary special,Civil marriage,House / apartment,-11464,-1928,1,1,1,1,Private service staff,2
5009538,M,N,Y,1,284851.69,Commercial associate,Higher education,Single / not married,Office apartment,-12688,-2461,1,0,0,0,Medicine staff,2
5009539,M,N,Y,1,183065.88,Student,Higher education,Single / not married,Municipal apartment,-18723,-7208,1,1,1,0,Realty agents,2
5009540,F,N,N,0,104338.96,State servant,Secondary / secondary special,Single / not married,With parents,-12448,-4610,1,0,1,0,Managers,1
5009541,M,N,N,1,176025.43,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18423,-11289,1,0,1,0,Realty agents,3
5009542,M,N,Y,0,124958.53,Pensioner,Secondary / secondary special,Single / not married,With parents,-19509,365243,1,1,0,0,,1
5009543,F,N,Y,0,182916.42,Working,Higher education,Single / not married,Office apartment,-20745,-6859,1,0,1,0,Managers,1
5009544,M,Y,Y,0,135267.55,Student,Secondary / secondary special,Civil marriage,Office apartment,-7835,-645,1,1,0,0,Managers,2
5009545,F,N,Y,0,127243.1,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-12814,-5435,1,1,1,0,Medicine staff,2
5009546,F,N,Y,1,117581.6,Working,Secondary / secondary special,Married,Rented apartment,-19223,-1361,1,1,0,0,Secretaries,3
5009547,M,N,Y,0,113878.18,Student,Secondary / secondary special,Widow,With parents,-17472,-1839,1,0,1,0,High skill tech staff,1
5009548,M,N,Y,2,209964.56,Student,Lower secondary,Civil marriage,With parents,-23684,-8171,1,1,0,0,Cooking staff,4
5009549,F,N,Y,0,68385.2,State servant,Secondary / secondary special,Single / not married,Rented apartment,-20837,-456,1,0,1,0,Accountants,1
5009550,F,Y,Y,0,203375.21,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-9504,-850,1,1,1,1,Cleaning staff,1
5009551,M,N,Y,2,191639.86,Commercial associate,Higher education,Separated,House / apartment,-9411,-1880,1,1,1,1,Security staff,3
5009552,M,N,N,0,134469.53,State servant,Lower secondary,Widow,House / apartment,-15193,-2948,1,1,1,0,IT staff,1
5009553,M,N,Y,1,229115.59,Pensioner,Higher education,Separated,Co-op apartment,-22855,365243,1,0,1,0,,2
5009554,F,N,Y,2,75650.64,Student,Secondary / secondary special,Separated,Rented apartment,-21370,-12336,1,1,0,0,Core staff,3
5009555,M,N,N,0,114041.45,Pensioner,Secondary / secondary special,Married,Office apartment,-9252,365243,1,0,0,0,,2
5009556,M,N,Y,0,152210.95,Working,Secondary / secondary special,Civil marriage,Rented apartment,-15417,-7808,1,1,0,0,Drivers,2
5009557,F,N,N,1,110425.32,Working,Incomplete higher,Widow,Rented apartment,-7994,-461,1,0,1,0,Waiters/barmen staff,2
5009558,F,N,Y,0,186501.8,Pensioner,Higher education,Single / not married,With parents,-12965,365243,1,0,0,0,,1
5009559,M,N,Y,2,75535.67,Pensioner,Secondary / secondary special,Civil marriage,With parents,-23743,365243,1,0,1,0,,4
5009560,F,Y,N,0,135166.07,Commercial associate,Incomplete higher,Separated,With parents,-11200,-1873,1,0,0,0,Managers,1
5009561,M,Y,Y,2,205081.22,Pensioner,Higher education,Single / not married,With parents,-24582,365243,1,1,1,0,,3
5009562,M,N,Y,0,160811.76,Working,Secondary / secondary special,Civil marriage,With parents,-24831,-1709,1,1,0,1,Low-skill Laborers,2
5009563,F,N,N,0,235081.69,Commercial associate,Higher education,Single / not married,With parents,-19602,-9974,1,0,1,0,Core staff,1
5009564,F,N,Y,0,237536.87,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-22761,-1933,1,0,1,0,High skill tech staff,1
5009565,F,N,N,0,30000.0,Working,Secondary / secondary special,Married,Co-op apartment,-22640,-14692,1,1,0,0,Core staff,2
5009566,M,Y,Y,0,115827.44,State servant,Secondary / secondary special,Widow,Rented apartment,-9977,-2125,1,1,1,0,Laborers,1
5009567,F,Y,Y,0,193934.74,Working,Higher education,Widow,With parents,-9830,-1764,1,0,0,0,Drivers,1
5009568,F,Y,Y,0,124064.17,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-20715,365243,1,0,1,0,,1
5009569,M,N,N,0,163972.5,State servant,Incomplete higher,Single / not married,House / apartment,-10124,-297,1,0,1,0,Medicine staff,1
5009570,F,N,Y,0,195643.07,Student,Higher education,Separated,House / apartment,-20458,-9163,1,1,1,1,Realty agents,1
5009571,M,Y,N,0,137531.6,Working,Secondary / secondary special,Widow,Municipal apartment,-8753,-912,1,0,0,0,Laborers,1
5009572,F,N,Y,1,76514.82,Pensioner,Secondary / secondary special,Married,Office apartment,-10805,365243,1,0,0,0,,3
5009573,M,N,Y,1,159192.05,Commercial associate,Secondary / secondary special,Married,Office apartment,-13895,-1827,1,0,1,0,Realty agents,3
5009574,M,N,N,0,212430.35,Commercial associate,Incomplete higher,Separated,With parents,-12449,-5642,1,1,1,1,Low-skill Laborers,1
5009575,F,N,Y,0,134580.3,Working,Incomplete higher,Widow,Office apartment,-24137,-1211,1,0,0,0,Waiters/barmen staff,1
5009576,M,N,N,2,166460.56,Commercial associate,Secondary / secondary special,Single / not married,With parents,-21992,-1257,1,0,1,0,Security staff,3
5009577,M,Y,Y,0,122974.17,Working,Secondary / secondary special,Widow,Rented apartment,-11656,-2329,1,1,0,0,Managers,1
5009578,F,N,N,0,130199.07,Pensioner,Higher education,Widow,With parents,-22712,365243,1,1,1,0,,1
5009579,M,Y,N,2,225639.46,Commercial associate,Incomplete higher,Separated,Rented apartment,-8642,-380,1,1,1,0,Security staff,3
5009580,F,N,N,3,148424.19,Working,Secondary / secondary special,Widow,Rented apartment,-11470,-2227,1,0,1,0,Security staff,4
5009581,F,N,N,0,150036.04,Working,Secondary / secondary special,Married,Office apartment,-9299,-2640,1,1,1,0,Medicine staff,2
5009582,M,Y,N,1,67194.02,Student,Secondary / secondary special,Separated,Co-op apartment,-23259,-3747,1,0,1,0,High skill tech staff,2
5009583,F,N,N,1,30000.0,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-19671,365243,1,1,0,0,,3
5009584,F,N,N,1,156733.89,State servant,Secondary / secondary special,Widow,Office apartment,-20371,-11567,1,1,1,0,Medicine staff,2
5009585,M,N,Y,0,118493.09,State servant,Secondary / secondary special,Separated,Municipal apartment,-20627,-13488,1,0,0,0,Cleaning staff,1
5009586,F,N,N,0,142069.14,Student,Higher education,Married,With parents,-9273,-1973,1,1,0,0,Low-skill Laborers,2
5009587,F,N,N,0,84405.4,Pensioner,Lower secondary,Married,With parents,-17077,365243,1,1,0,0,,2
5009588,M,Y,Y,0,167480.03,Working,Secondary / secondary special,Separated,Rented apartment,-17220,-10628,1,1,0,0,Accountants,1
5009589,F,N,N,2,208272.99,Pensioner,Higher education,Civil marriage,Municipal apartment,-23121,365243,1,0,1,0,,4
5009590,M,N,Y,1,198169.73,Commercial associate,Lower secondary,Married,Office apartment,-19830,-7181,1,0,1,0,Managers,3
5009591,M,N,Y,0,206680.81,State servant,Higher education,Single / not married,House / apartment,-17282,-6066,1,1,1,0,Core staff,1
5009592,M,Y,Y,2,128787.49,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-11364,365243,1,1,1,0,,3
5009593,F,Y,Y,1,193428.73,Commercial associate,Incomplete higher,Widow,House / apartment,-19894,-4890,1,0,0,0,Managers,2
5009594,M,N,Y,0,217257.39,Commercial associate,Higher education,Separated,Office apartment,-19702,-9055,1,1,1,0,Waiters/barmen staff,1
5009595,F,Y,Y,0,99973.22,Pensioner,Secondary / secondary special,Separated,With parents,-11560,365243,1,0,1,0,,1
5009596,M,N,Y,0,133861.4,Working,Lower secondary,Married,Office apartment,-7886,-551,1,0,1,0,Cooking staff,2
5009597,M,Y,Y,0,62135.43,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-19796,365243,1,0,0,0,,1
5009598,F,Y,Y,0,150625.71,Working,Lower secondary,Civil marriage,House / apartment,-13662,-1428,1,0,0,0,Realty agents,2
5009599,M,N,N,2,80441.43,Student,Incomplete higher,Single / not married,With parents,-24156,-8721,1,0,1,0,Low-skill Laborers,3
5009600,F,N,N,1,320531.87,Working,Higher education,Widow,Office apartment,-19724,-6947,1,0,1,0,IT staff,2
5009601,F,N,Y,0,58114.44,State servant,Secondary / secondary special,Widow,Rented apartment,-12921,-6299,1,0,0,0,Cooking staff,1
5009602,M,Y,Y,2,135254.04,Pensioner,Secondary / secondary special,Married,Municipal apartment,-14277,365243,1,1,0,0,,4
5009603,F,N,Y,0,135723.06,Working,Secondary / secondary special,Single / not married,Rented apartment,-11219,-3040,1,0,1,0,Laborers,1
5009604,M,N,Y,0,215672.03,Pensioner,Higher education,Separated,House / apartment,-10347,365243,1,0,1,0,,1
5009605,F,N,N,2,93705.06,Pensioner,Secondary / secondary special,Separated,Rented apartment,-12444,365243,1,0,1,0,,3
5009606,M,N,Y,0,85759.49,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-12073,-3802,1,1,1,0,Low-skill Laborers,1
5009607,F,Y,Y,1,127483.58,Working,Incomplete higher,Single / not married,Office apartment,-24760,-8625,1,0,0,0,Managers,2
5009608,F,Y,N,1,86142.82,Student,Secondary / secondary special,Separated,Office apartment,-20873,-9540,1,0,0,0,Realty agents,2
5009609,M,N,N,0,137133.15,Commercial associate,Lower secondary,Married,Rented apartment,-14194,-7224,1,0,0,0,Realty agents,2
5009610,M,Y,N,0,159795.13,Commercial associate,Secondary / secondary special,Single / not married,With parents,-17062,-3455,1,0,1,0,Managers,1
5009611,M,N,Y,2,100525.34,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22382,-12091,1,0,0,0,Core staff,3
5009612,F,N,Y,0,236927.79,State servant,Higher education,Separated,Office apartment,-11962,-5284,1,1,0,0,Secretaries,1
5009613,F,Y,Y,1,110753.78,State servant,Lower secondary,Civil marriage,With parents,-8400,-857,1,0,1,0,IT staff,3
5009614,F,Y,Y,2,113704.38,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-13266,-2779,1,0,0,0,Realty agents,4
5009615,M,N,N,1,240808.09,Pensioner,Higher education,Separated,Municipal apartment,-18725,365243,1,0,1,0,,2
5009616,M,N,Y,2,112467.34,Student,Lower secondary,Civil marriage,Office apartment,-22947,-10862,1,1,0,1,Realty agents,4
5009617,M,N,Y,0,171498.09,Student,Secondary / secondary special,Widow,With parents,-10256,-1290,1,0,1,0,Medicine staff,1
5009618,M,N,N,0,107295.17,Working,Secondary / secondary special,Civil marriage,With parents,-20435,-13285,1,0,1,0,Cooking staff,2
5009619,F,N,N,0,111692.91,Pensioner,Higher education,Single / not married,With parents,-10472,365243,1,0,1,0,,1
5009620,F,N,Y,1,133177.28,Working,Secondary / secondary special,Separated,House / apartment,-20642,-2065,1,1,1,0,Low-skill Laborers,2
5009621,M,N,N,0,160060.13,Student,Secondary / secondary special,Married,Municipal apartment,-8852,-465,1,1,0,0,Cooking staff,2
5009622,M,N,Y,1,119047.26,Working,Incomplete higher,Widow,Rented apartment,-24694,-6733,1,0,1,1,Security staff,2
5009623,M,N,N,0,84666.85,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-9047,365243,1,0,0,0,,1
5009624,M,N,Y,0,94867.02,State servant,Incomplete higher,Civil marriage,Co-op apartment,-14110,-2879,1,1,1,0,Realty agents,2
5009625,M,N,N,0,48022.8,Pensioner,Secondary / secondary special,Married,Co-op apartment,-23349,365243,1,0,0,0,,2
5009626,M,Y,Y,0,159552.86,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,-22663,-12687,1,0,0,0,Managers,1
5009627,M,N,N,0,157531.74,Working,Higher education,Widow,With parents,-15842,-1975,1,0,1,0,HR staff,1
5009628,M,N,Y,0,46645.44,Pensioner,Lower secondary,Single / not married,Co-op apartment,-9799,365243,1,0,0,0,,1
5009629,F,N,Y,0,194125.49,Pensioner,Higher education,Civil marriage,With parents,-14992,365243,1,1,0,0,,2
5009630,F,Y,Y,0,165112.9,Working,Secondary / secondary special,Married,Co-op apartment,-20793,-10233,1,0,1,0,Laborers,2
5009631,F,N,Y,2,86900.86,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-16248,365243,1,1,1,0,,3
5009632,M,Y,Y,0,60848.22,State servant,Secondary / secondary special,Separated,Rented apartment,-22582,-7531,1,0,1,0,Drivers,1
5009633,M,N,N,0,143000.32,Commercial associate,Incomplete higher,Single / not married,With parents,-17849,-2222,1,0,1,0,Managers,1
5009634,F,Y,Y,0,101166.0,Student,Secondary / secondary special,Widow,Co-op apartment,-16238,-4308,1,1,0,0,High skill tech staff,1
5009635,M,Y,Y,0,152545.67,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-16090,-9113,1,1,1,0,High skill tech staff,1
5009636,F,N,Y,0,45781.03,Pensioner,Secondary / secondary special,Separated,With parents,-11265,365243,1,1,0,1,,1
5009637,F,N,N,0,107921.36,Pensioner,Secondary / secondary special,Single / not married,With parents,-24244,365243,1,0,0,0,,1
5009638,M,N,Y,0,110664.87,Working,Secondary / secondary special,Civil marriage,House / apartment,-16755,-4808,1,0,1,0,Security staff,2
5009639,M,N,Y,0,197680.45,Working,Higher education,Married,Municipal apartment,-13784,-4544,1,0,1,1,IT staff,2
5009640,F,N,Y,0,250073.02,Commercial associate,Higher education,Widow,Municipal apartment,-11931,-2128,1,1,1,0,Laborers,1
5009641,F,Y,Y,1,114079.87,State servant,Secondary / secondary special,Single / not married,Office apartment,-15294,-2864,1,1,1,0,Security staff,2
5009642,F,Y,Y,0,176399.57,Working,Secondary / secondary special,Civil marriage,With parents,-13082,-4739,1,0,1,0,IT staff,2
5009643,F,Y,Y,1,190435.72,Pensioner,Higher education,Widow,House / apartment,-20077,365243,1,0,1,0,,2
5009644,M,Y,Y,0,181091.99,Working,Higher education,Married,Rented apartment,-14546,-666,1,1,0,0,Waiters/barmen staff,2
5009645,M,N,Y,0,132394.24,Pensioner,Incomplete higher,Separated,House / apartment,-8394,365243,1,0,0,1,,1
5009646,M,N,Y,1,200989.86,Working,Higher education,Married,Co-op apartment,-19940,-5652,1,0,0,0,Sales staff,3
